id,target
1580,0
1581,0
1582,0
1583,0
1585,0
1586,1
1591,0
1595,0
1599,0
1600,0
1604,0
1606,1
1607,0
1612,0
1615,0
1618,1
1619,1
1620,1
1621,1
1622,0
1623,0
1624,0
1629,0
1631,0
1635,0
1637,1
1639,0
1640,0
1642,0
1643,0
1644,0
1645,1
1649,0
1650,0
1651,0
1654,0
1655,0
1656,0
1660,0
1663,0
1665,0
1666,0
1668,1
1670,0
1671,1
1673,0
1674,0
1675,0
1677,0
1678,0
1679,1
1681,0
1684,0
1686,1
1687,0
1690,1
1692,1
1695,1
1696,1
1697,1
1699,0
1700,0
1701,0
1705,1
1707,0
1713,1
1714,0
1717,0
1719,0
1721,1
1722,0
1723,1
1724,0
1727,0
1729,0
1733,0
1734,1
1737,0
1738,1
1743,0
1745,1
1748,1
1749,1
1751,0
1753,0
1754,0
1759,0
1761,0
1762,0
1764,1
1768,0
1772,1
1774,0
1775,0
1780,0
1782,0
1783,1
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1801,0
1803,0
1806,0
1807,0
1810,0
1811,0
1813,0
1816,0
1823,0
1825,0
1826,0
1830,0
1831,0
1832,1
1836,0
1837,1
1839,0
1840,0
1844,1
1846,0
1851,0
1855,0
1860,1
1872,0
1873,0
1876,0
1877,0
1878,0
1880,0
1884,0
1885,0
1886,0
1894,0
1895,1
1896,1
1898,0
1902,0
1903,0
1905,0
1906,0
1908,0
1909,0
1910,0
1911,0
1914,0
1916,0
1917,1
1921,0
1923,1
1926,0
1928,0
1934,0
1935,0
1936,0
1937,0
1938,0
1940,0
1941,1
1943,1
1946,1
1948,0
1953,1
1954,0
1964,0
1966,1
1967,0
1968,1
1970,0
1971,1
1977,0
1978,1
1980,1
1985,1
1987,0
1991,0
1993,0
1994,0
1998,1
1999,1
2000,1
2001,0
2003,1
2004,0
2005,0
2006,0
2010,1
2012,0
2014,0
2016,0
2019,0
2021,0
2022,0
2023,0
2026,0
2029,0
2031,0
2034,1
2036,1
2038,0
2039,0
2044,0
2046,0
2048,0
2054,0
2055,1
2058,1
2061,0
2063,0
2066,0
2069,0
2072,0
2073,0
2077,1
2084,0
2085,1
2087,1
2089,0
2090,0
2091,0
2092,1
2093,0
2098,0
2100,0
2101,0
2104,1
2111,0
2112,0
2113,1
2115,1
2117,0
2118,0
2121,0
2126,1
2130,0
2132,0
2134,0
2137,0
2138,0
2140,0
2141,1
2142,0
2144,1
2145,0
2146,0
2147,0
2150,0
2151,0
2154,0
2155,0
2156,1
2157,1
2158,1
2164,0
2169,0
2170,0
2172,0
2179,1
2181,0
2185,0
2188,0
2189,0
2191,0
2194,0
2201,0
2202,0
2203,0
2204,0
2207,1
2210,0
2212,0
2213,1
2217,0
2218,0
2225,1
2227,1
2230,0
2232,1
2233,0
2239,0
2243,1
2245,1
2249,0
2251,1
2254,0
2258,1
2259,1
2260,0
2262,0
2263,0
2264,0
2265,0
2266,1
2273,0
2276,0
2279,0
2281,0
2284,0
2285,1
2288,0
2291,0
2294,0
2300,0
2301,0
2302,0
2303,0
2304,1
2306,0
2307,0
2309,0
2310,0
2311,1
2313,0
2314,0
2316,0
2318,0
2321,0
2325,0
2327,0
2328,1
2329,1
2334,0
2335,0
2336,1
2338,0
2342,0
2344,0
2347,1
2348,0
2352,0
2355,0
2356,0
2357,0
2361,0
2364,1
2365,0
2366,0
2367,0
2373,0
2376,0
2377,0
2378,0
2379,1
2380,0
2381,1
2384,0
2386,0
2388,0
2390,1
2392,0
2393,0
2394,1
2395,0
2397,0
2400,0
2403,0
2406,1
2407,0
2408,0
2411,0
2413,1
2417,0
2422,0
2425,0
2426,1
2429,0
2432,0
2435,0
2437,0
2438,0
2440,0
2443,0
2444,0
2445,0
2448,0
2450,0
2451,0
2455,0
2456,0
2458,1
2460,0
2461,1
2463,0
2467,0
2469,0
2473,0
2476,0
2482,0
2486,0
2488,1
2492,0
2493,0
2496,0
2497,0
2501,0
2505,0
2509,0
2510,1
2511,0
2512,1
2514,1
2516,0
2519,0
2521,0
2524,0
2526,1
2531,0
2534,0
2537,0
2541,0
2542,0
2543,0
2546,0
2549,0
2550,0
2552,0
2553,0
2554,1
2559,0
2562,0
2566,0
2569,0
2577,0
2578,0
2581,0
2583,0
2584,0
2585,0
2588,0
2589,0
2590,0
2596,0
2597,0
2599,0
2601,0
2602,1
2604,0
2608,0
2610,1
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2624,0
2626,0
2631,0
2632,0
2634,0
2635,0
2637,0
2643,0
2644,1
2645,0
2647,0
2648,0
2650,1
2651,0
2652,0
2653,1
2654,0
2658,0
2659,0
2660,1
2663,0
2667,0
2670,0
2671,0
2673,0
2675,0
2679,0
2680,0
2683,0
2690,0
2691,0
2699,0
2700,1
2701,0
2704,1
2707,0
2709,1
2710,0
2711,1
2712,1
2719,0
2720,1
2721,0
2723,0
2732,0
2734,0
2735,0
2737,0
2744,0
2748,0
2749,0
2753,0
2755,0
2756,0
2758,0
2759,0
2761,1
2765,0
2772,0
2778,0
2786,0
2789,0
2792,0
2801,0
2802,0
2812,0
2813,0
2815,0
2816,0
2817,1
2818,0
2820,0
2822,0
2824,0
2827,0
2830,0
2834,0
2837,0
2838,0
2839,0
2844,0
2845,0
2846,0
2850,0
2856,0
2857,0
2858,0
2865,0
2866,0
2870,0
2872,0
2875,0
2877,0
2878,1
2879,0
2882,0
2886,0
2892,1
2895,0
2898,0
2902,0
2904,0
2906,0
2908,1
2913,0
2914,0
2918,1
2922,0
2924,0
2927,0
2929,0
2931,0
2932,0
2937,0
2938,0
2940,0
2942,0
2945,0
2946,0
2947,0
2949,0
2950,0
2957,0
2961,0
2964,0
2965,0
2971,0
2975,0
2980,0
2984,0
2987,0
2990,1
2994,0
2998,0
2999,0
3001,0
3004,0
3005,0
3006,0
3011,0
3014,0
3020,1
3022,0
3023,1
3026,1
3028,0
3029,1
3031,0
3032,0
3034,0
3037,0
3040,0
3042,1
3043,0
3047,0
3048,0
3053,0
3056,0
3057,0
3058,0
3059,0
3065,0
3071,0
3075,0
3077,0
3078,0
3082,0
3083,0
3087,1
3088,0
3089,1
3091,0
3092,0
3093,0
3095,0
3098,0
3103,0
3104,0
3105,1
3114,0
3118,0
3119,0
3123,0
3125,1
3133,0
3143,0
3145,0
3147,0
3148,0
3150,1
3156,0
3159,0
3160,1
3163,1
3164,0
3165,0
3166,1
3168,1
3170,0
3171,0
3177,0
3178,1
3180,0
3185,0
3190,0
3191,0
3192,0
3193,0
3196,0
3197,0
3199,0
3206,0
3211,0
3216,1
3217,0
3218,0
3221,0
3223,0
3229,0
3230,0
3233,0
3235,0
3236,0
3242,0
3246,1
3250,0
3252,0
3258,0
3260,0
3262,0
3266,0
3267,0
3268,0
3270,0
3280,0
3281,0
3282,1
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3291,1
3292,0
3293,1
3295,0
3296,1
3297,0
3306,0
3311,0
3312,0
3314,0
3318,0
3321,1
3325,0
3329,0
3330,0
3332,1
3333,0
3334,0
3336,0
3338,0
3339,0
3340,0
3341,1
3342,0
3344,0
3345,0
3347,0
3348,0
3350,0
3351,0
3352,0
3354,0
3357,0
3358,0
3361,0
3367,1
3371,0
3374,1
3375,0
3378,0
3382,1
3385,0
3388,0
3389,0
3391,0
3392,0
3394,1
3395,0
3397,0
3399,0
3402,0
3404,0
3409,0
3410,1
3411,1
3414,1
3417,0
3418,0
3420,0
3428,0
3429,1
3432,0
3437,1
3439,0
3444,1
3448,0
3449,0
3452,0
3454,0
3461,0
3463,1
3464,0
3465,0
3466,1
3472,1
3473,0
3474,0
3475,1
3476,0
3477,1
3481,0
3482,0
3483,0
3489,0
3494,0
3495,0
3498,1
3505,0
3507,0
3510,0
3512,0
3515,0
3516,1
3519,0
3525,0
3527,0
3529,0
3532,0
3533,0
3536,1
3537,0
3538,0
3539,0
3540,1
3541,0
3548,0
3550,0
3551,0
3553,0
3554,0
3557,0
3565,0
3572,0
3573,1
3574,0
3577,0
3579,0
3580,0
3582,1
3583,0
3585,1
3590,0
3594,0
3596,0
3597,0
3601,0
3608,0
3609,1
3610,0
3611,0
3614,0
3619,0
3621,1
3625,0
3627,0
3629,1
3633,0
3635,1
3638,0
3642,0
3645,0
3648,0
3653,1
3655,0
3656,0
3657,1
3660,0
3665,1
3667,0
3668,0
3672,0
3673,1
3676,0
3677,0
3678,0
3683,0
3686,0
3687,0
3688,0
3692,0
3693,1
3695,0
3698,0
3699,0
3700,0
3701,0
3702,1
3704,0
3706,0
3716,1
3717,0
3720,0
3722,1
3724,0
3726,1
3730,1
3731,0
3733,0
3734,0
3735,0
3736,0
3737,0
3740,0
3743,0
3744,0
3747,0
3748,1
3749,0
3750,0
3751,0
3757,1
3758,0
3763,0
3765,0
3766,0
3768,0
3769,0
3770,0
3772,1
3774,0
3778,0
3779,0
3780,1
3784,0
3785,1
3787,1
3796,0
3798,0
3800,0
3801,0
3805,1
3806,0
3808,0
3809,0
3810,1
3811,0
3812,0
3815,0
3816,1
3817,0
3819,0
3820,0
3822,0
3823,1
3826,0
3827,0
3829,0
3830,0
3833,0
3834,1
3835,0
3836,1
3837,0
3843,0
3844,0
3845,1
3846,0
3847,0
3849,0
3852,0
3853,0
3854,1
3856,0
3857,0
3858,0
3859,0
3862,0
3864,0
3867,0
3868,0
3869,0
3870,0
3871,0
3872,1
3874,0
3875,0
3876,1
3877,0
3879,0
3881,0
3885,0
3888,0
3890,0
3891,0
3893,0
3895,0
3896,1
3898,1
3899,1
3902,0
3903,0
3909,0
3911,0
3913,1
3917,0
3918,0
3920,0
3923,1
3926,0
3928,0
3929,0
3930,0
3931,0
3932,0
3933,1
3934,0
3936,0
3940,1
3942,0
3943,1
3945,0
3950,0
3952,0
3953,1
3954,0
3956,0
3958,0
3960,0
3961,0
3962,0
3964,0
3965,0
3966,0
3967,0
3969,0
3971,0
3973,0
3974,0
3975,1
3978,0
3980,0
3983,1
3984,0
3987,0
3988,0
3990,0
3991,0
3992,0
3993,0
3997,1
3998,0
3999,1
4003,0
4007,0
4009,0
4010,0
4013,1
4016,0
4021,0
4022,0
4023,0
4025,0
4026,0
4027,0
4028,0
4030,0
4031,0
4032,0
4033,0
4035,1
4037,0
4041,0
4046,1
4050,1
4052,0
4056,0
4060,0
4062,0
4063,0
4067,1
4068,0
4069,1
4072,0
4073,1
4085,1
4087,0
4093,1
4095,0
4098,0
4100,0
4101,0
4104,0
4110,0
4113,0
4115,1
4116,0
4117,1
4119,0
4120,0
4121,0
4123,0
4124,0
4126,0
4129,0
4130,1
4132,0
4135,0
4138,0
4141,0
4143,0
4153,0
4154,0
4157,0
4158,0
4159,0
4162,1
4166,0
4168,1
4172,0
4173,1
4177,0
4178,0
4181,0
4182,0
4183,0
4184,0
4189,0
4192,0
4194,0
4196,0
4201,0
4203,1
4205,0
4206,0
4210,1
4212,0
4213,0
4215,0
4218,1
4219,0
4220,0
4222,1
4225,0
4230,0
4237,0
4239,0
4240,0
4241,0
4244,0
4248,1
4249,0
4252,0
4253,0
4254,0
4257,0
4258,0
4260,0
4264,0
4267,0
4269,0
4270,0
4271,0
4281,1
4284,0
4285,1
4287,0
4288,0
4289,1
4290,0
4291,0
4292,1
4293,0
4296,0
4299,0
4301,0
4302,0
4303,1
4309,0
4310,0
4314,0
4317,0
4322,0
4328,0
4329,0
4330,0
4331,0
4332,1
4337,0
4341,0
4347,0
4349,1
4350,0
4357,0
4365,1
4366,0
4367,0
4369,0
4374,0
4375,0
4378,0
4379,1
4381,0
4383,1
4384,0
4387,0
4390,0
4391,0
4393,0
4394,0
4395,0
4396,0
4399,0
4400,0
4401,0
4405,1
4408,1
4409,0
4415,0
4416,0
4419,0
4420,0
4423,0
4425,1
4427,0
4428,0
4432,0
4433,0
4434,0
4435,0
4437,0
4446,0
4449,0
4450,1
4451,0
4452,0
4456,0
4458,0
4459,0
4462,0
4467,1
4470,0
4471,0
4472,1
4473,0
4474,0
4480,0
4484,0
4486,1
4487,0
4492,0
4493,0
4494,0
4499,0
4500,0
4505,0
4508,0
4509,0
4510,0
4511,0
4512,1
4513,0
4514,0
4516,1
4518,1
4519,0
4522,0
4524,0
4525,0
4530,0
4531,0
4533,0
4534,0
4537,0
4538,0
4543,0
4544,0
4545,0
4546,0
4547,1
4548,0
4551,0
4552,0
4553,0
4557,0
4560,0
4568,0
4569,0
4571,0
4574,0
4576,1
4578,0
4580,1
4584,0
4585,0
4593,0
4594,0
4595,0
4596,0
4597,0
4599,0
4600,0
4601,0
4602,0
4611,0
4612,1
4614,1
4617,0
4620,0
4625,1
4628,1
4629,1
4630,1
4633,0
4637,0
4644,0
4648,0
4650,1
4651,0
4652,0
4655,0
4657,0
4660,0
4662,0
4665,0
4666,1
4668,0
4672,0
4682,0
4683,0
4685,0
4688,0
4690,0
4692,0
4693,1
4694,0
4695,1
4699,0
4701,0
4704,0
4707,0
4709,0
4713,0
4714,0
4717,1
4718,0
4723,0
4727,1
4732,0
4734,1
4735,0
4737,0
4738,0
4741,0
4743,0
4746,0
4748,1
4752,0
4754,1
4757,0
4759,1
4760,1
4761,0
4766,0
4767,0
4770,1
4773,0
4774,0
4777,0
4780,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4796,0
4798,0
4799,0
4802,0
4804,0
4806,0
4815,0
4822,1
4825,0
4826,0
4827,0
4828,0
4830,0
4831,0
4832,0
4834,0
4835,0
4836,0
4843,1
4847,0
4851,0
4855,0
4861,0
4863,0
4866,0
4867,0
4868,0
4869,0
4871,0
4872,0
4873,0
4874,0
4880,0
4885,1
4886,0
4887,0
4892,1
4894,0
4897,0
4898,0
4902,1
4904,0
4906,0
4907,0
4909,0
4912,0
4916,0
4917,0
4918,0
4923,0
4924,0
4928,1
4932,0
4933,1
4937,1
4946,1
4948,0
4949,1
4955,0
4957,1
4959,0
4964,0
4966,0
4969,0
4972,0
4974,0
4975,1
4981,0
4982,0
4985,0
4987,0
4991,0
4992,0
4995,1
4997,0
4998,1
4999,1
5001,0
5004,0
5006,0
5007,0
5016,1
5019,1
5023,0
5037,0
5040,0
5043,0
5045,1
5048,0
5052,0
5061,0
5062,0
5067,1
5070,0
5077,1
5078,0
5080,1
5084,1
5087,0
5091,0
5092,0
5093,0
5095,0
5097,0
5098,0
5101,1
5104,0
5105,0
5107,0
5111,0
5112,0
5114,0
5119,0
5120,1
5121,0
5122,0
5125,0
5127,0
5129,1
5130,0
5132,0
5133,0
5136,0
5141,0
5144,1
5145,0
5146,1
5147,0
5150,0
5151,0
5153,0
5157,1
5159,0
5160,0
5161,0
5163,0
5165,0
5171,0
5173,1
5175,0
5178,0
5182,1
5184,0
5185,0
5187,0
5188,0
5190,0
5197,1
5198,0
5204,0
5211,0
5217,0
5221,0
5223,0
5226,0
5227,0
5228,0
5230,0
5231,1
5233,1
5238,1
5239,0
5241,0
5243,0
5244,0
5248,1
5251,1
5254,0
5256,0
5265,1
5267,0
5271,0
5273,1
5275,0
5281,1
5286,0
5287,0
5291,1
5292,1
5293,1
5294,0
5297,1
5298,1
5299,0
5301,0
5302,0
5303,1
5307,0
5310,0
5312,0
5315,0
5323,0
5325,0
5326,0
5328,1
5329,0
5330,1
5333,0
5337,0
5338,0
5339,0
5341,0
5343,0
5346,0
5350,0
5352,0
5354,0
5356,0
5359,0
5361,0
5364,0
5365,0
5367,1
5369,0
5370,0
5373,0
5374,0
5375,0
5376,1
5377,1
5379,1
5381,0
5382,0
5383,1
5384,0
5388,0
5389,0
5392,0
5396,0
5400,0
5402,0
5403,0
5404,0
5406,0
5407,1
5408,0
5413,0
5415,0
5416,1
5418,1
5419,0
5420,0
5423,1
5425,1
5428,0
5429,0
5430,1
5432,0
5434,1
5435,0
5436,0
5437,0
5445,0
5452,0
5454,0
5457,0
5459,0
5462,0
5463,0
5466,0
5472,1
5473,0
5476,0
5477,0
5481,0
5482,0
5487,0
5490,0
5493,0
5498,0
5501,1
5505,0
5509,0
5513,0
5514,1
5516,1
5518,0
5521,0
5522,0
5523,0
5525,0
5527,0
5528,0
5530,0
5531,0
5532,1
5533,1
5535,1
5536,1
5538,1
5540,0
5542,1
5543,0
5546,0
5547,0
5548,0
5552,0
5553,0
5557,0
5560,0
5562,0
5564,0
5567,0
5569,0
5574,0
5575,0
5578,0
5579,0
5581,0
5583,0
5584,0
5586,1
5588,0
5590,0
5594,0
5595,0
5601,1
5602,0
5603,0
5609,0
5610,0
5613,0
5616,1
5617,0
5619,0
5624,0
5625,0
5632,1
5636,0
5637,0
5638,1
5640,0
5644,1
5653,1
5657,0
5658,1
5664,0
5665,0
5672,0
5674,1
5679,1
5680,0
5681,0
5683,1
5688,0
5693,0
5697,0
5702,0
5706,0
5712,0
5723,0
5726,1
5727,1
5732,0
5742,0
5744,0
5746,1
5749,0
5750,1
5755,0
5764,0
5765,0
5766,0
5769,0
5770,0
5772,0
5773,0
5774,0
5777,0
5780,0
5784,1
5787,0
5790,1
5792,0
5796,0
5799,0
5800,0
5801,0
5803,1
5804,0
5805,1
5807,0
5808,0
5812,1
5813,0
5818,0
5825,0
5826,0
5828,0
5830,0
5835,0
5836,0
5837,0
5839,0
5841,0
5843,0
5847,1
5854,0
5856,0
5857,0
5858,1
5859,0
5861,0
5866,0
5868,0
5872,1
5874,0
5877,0
5880,0
5883,0
5886,0
5887,0
5889,0
5890,0
5891,1
5893,0
5895,0
5896,1
5897,0
5898,0
5899,1
5901,0
5902,0
5905,0
5906,0
5911,0
5912,0
5917,0
5923,1
5926,0
5931,0
5933,0
5935,0
5938,0
5942,0
5943,0
5944,1
5952,0
5959,1
5962,0
5966,1
5968,0
5971,0
5978,0
5979,0
5981,0
5982,0
5983,0
5984,0
5990,1
5994,0
6000,0
6001,1
6002,0
6004,0
6011,1
6012,0
6017,0
6020,0
6023,0
6024,1
6025,0
6032,0
6038,1
6039,0
6044,1
6047,0
6049,0
6050,1
6053,1
6058,0
6059,0
6060,1
6062,1
6067,0
6068,0
6069,0
6071,0
6077,0
6078,0
6079,0
6080,0
6081,0
6083,0
6084,0
6085,0
6086,0
6087,0
6088,1
6094,1
6101,1
6102,0
6103,0
6105,0
6110,0
6115,1
6117,0
6120,0
6121,0
6122,1
6124,0
6126,0
6131,0
6132,0
6133,1
6134,0
6135,0
6138,1
6139,0
6140,0
6141,0
6143,1
6145,0
6146,0
6150,0
6151,0
6153,0
6154,0
6163,0
6164,0
6166,0
6167,0
6169,1
6172,0
6174,1
6176,1
6177,0
6182,0
6183,0
6184,0
6185,0
6186,1
6189,0
6190,0
6195,0
6197,1
6205,0
6211,0
6214,0
6215,0
6217,0
6221,0
6229,0
6231,0
6232,0
6235,0
6238,0
6241,0
6242,0
6246,1
6249,0
6253,0
6254,0
6255,1
6256,1
6259,0
6261,0
6263,1
6265,0
6268,0
6271,0
6273,0
6275,0
6276,0
6277,0
6279,0
6281,1
6284,0
6287,1
6289,0
6290,0
6292,0
6294,0
6298,0
6309,0
6310,1
6312,0
6314,0
6318,0
6319,0
6327,1
6328,0
6330,0
6331,0
6332,0
6333,0
6335,0
6339,0
6343,0
6344,0
6346,0
6348,0
6354,0
6356,0
6357,0
6363,0
6364,0
6370,1
6371,0
6373,0
6376,0
6378,0
6384,0
6386,0
6387,0
6388,0
6390,0
6391,1
6394,0
6399,0
6400,0
6404,0
6407,0
6410,0
6413,0
6414,0
6417,0
6421,0
6426,1
6427,0
6433,0
6436,0
6439,0
6443,1
6445,1
6449,0
6451,0
6452,0
6453,0
6454,0
6458,0
6460,0
6463,1
6464,0
6471,0
6472,0
6477,0
6478,0
6480,0
6481,0
6482,0
6484,0
6485,0
6486,0
6487,0
6488,0
6489,0
6490,0
6491,1
6493,0
6496,1
6499,0
6504,0
6505,0
6508,0
6509,0
6512,1
6516,0
6517,0
6518,0
6520,0
6521,0
6522,0
6526,0
6527,1
6531,0
6534,0
6538,1
6543,1
6545,0
6547,1
6552,0
6558,0
6566,0
6567,1
6568,1
6569,0
6571,1
6574,0
6576,0
6578,1
6580,1
6582,0
6589,1
6590,0
6591,1
6596,0
6598,0
6601,0
6604,1
6608,1
6610,1
6611,1
6612,1
6613,1
6618,0
6623,1
6625,1
6631,0
6636,0
6638,0
6640,0
6641,1
6644,0
6645,0
6646,0
6649,0
6659,1
6662,0
6667,0
6668,0
6672,0
6676,0
6677,0
6679,0
6682,0
6687,0
6689,0
6693,0
6696,0
6700,0
6703,0
6710,1
6713,0
6714,0
6715,1
6719,0
6720,0
6723,0
6726,0
6728,0
6730,0
6735,1
6738,1
6742,0
6746,1
6747,0
6750,0
6754,0
6759,0
6761,0
6762,0
6764,0
6768,0
6772,0
6773,0
6774,0
6777,0
6785,0
6786,0
6788,0
6794,1
6795,0
6798,1
6801,0
6806,0
6808,0
6814,1
6821,1
6823,0
6824,0
6825,0
6829,0
6831,0
6833,0
6834,0
6839,1
6840,0
6841,0
6847,0
6852,0
6854,0
6856,0
6860,1
6868,0
6871,0
6872,1
6873,0
6883,0
6888,1
6893,0
6895,0
6898,0
6904,1
6905,1
6908,0
6913,1
6922,0
6926,0
6929,0
6931,1
6932,0
6936,1
6937,1
6939,0
6940,0
6945,0
6946,1
6949,1
6953,1
6956,0
6957,0
6962,0
6964,0
6965,0
6967,0
6973,0
6977,0
6978,0
6980,0
6981,0
6983,1
6984,0
6989,0
6990,1
6991,1
6994,0
6995,1
6997,1
6998,0
7004,0
7005,0
7012,1
7016,0
7017,1
7024,0
7025,0
7028,0
7029,0
7030,0
7042,0
7044,0
7047,0
7051,0
7054,1
7055,0
7058,0
7059,0
7062,0
7063,1
7066,1
7067,0
7068,0
7070,0
7071,0
7074,0
7076,0
7081,0
7082,0
7086,0
7090,0
7092,0
7093,0
7094,0
7095,0
7096,1
7097,0
7098,0
7099,0
7101,0
7105,1
7114,0
7119,1
7120,0
7126,0
7127,1
7128,0
7129,0
7130,0
7131,0
7133,1
7134,0
7138,0
7145,0
7146,0
7148,1
7149,0
7150,1
7154,1
7161,0
7163,0
7164,0
7165,1
7167,0
7169,0
7175,0
7176,0
7180,0
7185,1
7190,0
7191,0
7192,1
7195,0
7196,1
7202,1
7203,0
